0,3,9,12,18,21,21,27,34,46,49,49,56,62,76,79
0,6,9,12,18,21,30,36,42,32,35,41,51,58,64,71
0,9,18,25,31,37,43,54,60,63,66,72,91,94,101,104
0,6,12,19,30,49,55,62,69,88,94,101,108,115,121,124
0,6,13,19,22,41,53,56,46,53,64,70,73,82,89,92
0,19,22,29,41,44,34,46,53,72,75,81,84,90,99,110
0,7,13,16,28,31,40,43,50,53,62,68,71,77,91,94
0,12,21,27,34,37,40,46,49,56,65,68,87,93,112,102
0,3,10,16,28,31,40,46,49,55,61,72,79,85,91,98
0,6,13,20,29,48,54,63,70,66,73,79,90,97,100,96
0,6,9,12,18,37,43,46,55,74,81,87,96,102,108,111
0,7,16,19,22,31,37,33,40,43,46,52,55,74,80,83
0,6,12,15,18,21,28,34,37,46,58,48,48,51,58,65
0,3,9,18,37,46,55,58,61,67,73,79,69,76,83,90
0,6,13,25,28,31,38,41,44,34,40,47,54,61,67,73
0,6,12,24,33,36,42,45,54,60,66,56,59,62,65,68
0,6,9,15,18,37,40,43,49,52,58,68,74,80,83,94
0,6,15,18,27,33,39,29,35,44,50,50,56,62,65,68
0,6,9,15,27,33,42,49,52,59,49,55,58,70,82,88
0,-4,2,21,33,42,48,59,68,77,80,83,89,96,102,109
0,-10,-20,-30,-23,-13,-7,-1,2,13,24,30,33,42,45,54
0,3,9,15,27,39,58,61,68,78,81,87,99,106,112,118
0,7,10,19,25,32,51,54,61,64,70,81,84,90,96,105
0,6,12,23,26,32,35,44,56,59,62,68,71,80,83,86
0,7,13,16,23,42,48,51,70,76,83,92,98,101,113,116
0,3,22,25,15,18,37,40,49,55,66,72,84,80,83,89
0,3,6,9,16,12,21,30,36,39,45,51,58,77,83,86
0,3,13,19,22,18,21,27,30,33,36,43,50,53,49,52
0,3,6,13,32,39,42,48,54,63,70,81,84,96,99,118
0,3,15,34,37,40,43,49,39,45,48,55,61,80,87,93
0,-4,3,6,9,21,21,27,46,52,55,65,68,71,77,80
0,7,3,12,24,31,37,43,49,55,66,69,72,75,87,93
0,3,15,18,27,30,36,39,49,52,55,58,61,64,67,73
0,-10,-7,12,18,21,27,33,39,35,41,44,50,56,59,65
0,7,-3,3,6,9,15,27,33,45,52,62,68,80,80,86
0,10,16,22,25,32,39,45,56,63,66,62,65,68,74,80
0,3,12,19,26,38,28,34,37,43,46,52,61,67,79,85
0,7,14,17,24,27,36,42,48,54,60,63,72,83,89,95
0,9,15,34,24,36,55,61,73,79,79,85,88,94,90,93
0,19,26,29,32,38,44,50,53,53,60,66,77,80,86,89
0,19,22,25,32,22,25,37,49,52,64,71,77,80,99,102
0,3,10,16,28,28,31,34,37,40,50,57,63,69,76,83
0,6,12,18,21,24,30,33,39,42,54,57,63,66,69,59
0,-10,-3,6,9,12,18,27,30,36,48,67,70,76,82,85
0,12,18,28,34,37,56,46,49,68,80,83,83,86,92,92
0,19,22,28,34,24,27,39,45,54,60,50,53,59,66,78
0,3,9,16,23,34,40,43,46,49,59,78,89,92,104,113
0,7,10,19,22,41,48,54,63,69,88,91,98,101,104,110
0,3,12,31,34,37,40,46,53,62,65,68,79,86,92,95
0,3,12,2,21,30,36,39,42,49,49,52,64,76,72,78
0,9,16,19,9,9,12,21,28,34,40,49,56,62,65,84
0,12,15,21,24,30,33,36,42,45,52,55,67,73,79,90
0,7,3,10,16,23,29,35,44,53,62,68,71,90,80,86
0,19,22,28,35,41,47,58,64,70,60,56,63,70,73,63
0,10,29,39,45,51,57,47,50,53,63,74,86,96,102,108
0,3,22,28,35,47,54,57,76,82,85,91,98,110,116,119
0,3,9,15,21,27,17,20,29,48,60,63,66,69,75,78
0,3,6,25,28,34,40,47,50,57,69,72,79,85,94,101
0,3,10,17,20,26,32,35,38,44,47,50,56,62,68,74
0,6,9,21,27,34,43,50,57,63,66,72,83,83,90,96
0,3,6,12,18,14,26,32,22,12,19,22,33,40,46,53
0,19,25,25,28,34,46,52,55,74,80,92,99,105,101,104
0,6,2,8,11,14,20,23,13,20,23,26,32,51,63,66
0,12,18,27,39,42,48,51,41,44,47,56,62,65,71,74
0,3,-1,8,17,23,29,25,28,31,40,51,57,60,63,66
0,7,10,19,26,32,51,57,64,70,79,82,88,100,109,99
0,7,19,25,34,30,42,49,55,61,64,70,82,85,94,97
0,9,12,15,5,11,14,23,29,41,44,51,60,79,91,94
0,3,6,2,11,14,20,39,51,60,72,81,84,87,90,96
0,3,9,12,22,32,38,44,56,62,81,90,80,92,95,102
0,-10,-4,-1,11,14,26,33,36,42,51,54,60,50,53,56
0,0,6,9,12,19,28,28,34,37,40,46,53,56,63,72
0,3,9,12,18,28,31,40,43,50,69,75,82,88,91,94
0,3,6,12,18,37,48,51,54,57,63,66,78,84,87,90
0,6,13,16,27,30,36,42,45,51,70,73,76,79,85,91
0,12,15,5,8,15,18,24,27,33,36,39,46,58,61,68
0,7,10,17,20,39,45,64,74,86,93,100,106,109,112,118
0,7,13,16,22,25,28,34,30,33,42,51,70,76,82,101
0,3,6,25,37,40,46,42,45,51,63,66,72,83,95,102
0,6,9,18,21,40,46,52,64,71,77,80,86,92,95,101
0,3,6,13,25,28,37,37,47,53,56,68,74,70,73,85
0,6,15,18,21,24,27,27,30,36,39,45,54,65,71,90
0,19,22,28,35,38,44,53,43,46,57,64,70,89,96,105
0,3,10,13,20,39,45,51,57,60,69,72,78,85,91,98
0,3,6,9,18,24,36,42,48,51,58,54,61,64,67,73
0,7,14,23,29,32,22,12,15,21,24,27,30,39,48,59
0,7,10,22,28,31,37,56,68,87,90,96,99,111,117,117
0,3,-7,12,18,24,27,37,48,67,70,76,95,107,113,119
0,6,12,24,20,27,30,37,27,34,44,56,59,68,71,77
0,6,2,5,15,18,21,24,31,40,46,53,65,55,61,73
0,19,22,41,47,56,46,58,65,71,78,87,93,96,108,111
0,6,12,18,24,27,30,49,58,64,67,79,98,104,107,113
0,12,19,25,28,47,50,53,56,59,68,79,86,98,101,107
0,-10,-3,0,7,10,13,25,28,31,34,43,33,39,58,61
0,6,12,15,21,33,29,40,51,57,47,53,59,62,71,74
0,6,12,18,21,27,33,23,26,32,43,52,55,74,80,87
0,3,9,15,15,11,18,18,24,31,34,40,52,58,64,76
0,19,22,29,41,44,54,57,60,67,70,79,85,94,101,107
0,6,12,18,37,40,43,49,68,71,78,87,90,80,86,89
0,3,10,17,23,29,41,44,47,57,69,72,75,78,81,84
0,-10,-7,12,18,21,27,33,39,35,41,44,50,56,59,65
0,7,-3,3,6,9,15,27,33,45,52,62,68,80,80,86
0,10,16,22,25,32,39,45,56,63,66,62,65,68,74,80
0,3,12,19,26,38,28,34,37,43,46,52,61,67,79,85
0,7,14,17,24,27,36,42,48,54,60,63,72,83,89,95
0,9,15,34,24,36,55,61,73,79,79,85,88,94,90,93
0,19,26,29,32,38,44,50,53,53,60,66,77,80,86,89
0,19,22,25,32,22,25,37,49,52,64,71,77,80,99,102
0,3,10,16,28,28,31,34,37,40,50,57,63,69,76,83
0,6,12,18,21,24,30,33,39,42,54,57,63,66,69,59
0,-10,-3,6,9,12,18,27,30,36,48,67,70,76,82,85
0,12,18,28,34,37,56,46,49,68,80,83,83,86,92,92
0,19,22,28,34,24,27,39,45,54,60,50,53,59,66,78
0,3,9,16,23,34,40,43,46,49,59,78,89,92,104,113
0,7,10,19,22,41,48,54,63,69,88,91,98,101,104,110
0,3,12,31,34,37,40,46,53,62,65,68,79,86,92,95
0,3,12,2,21,30,36,39,42,49,49,52,64,76,72,78
0,9,16,19,9,9,12,21,28,34,40,49,56,62,65,84
0,12,15,21,24,30,33,36,42,45,52,55,67,73,79,90
0,7,3,10,16,23,29,35,44,53,62,68,71,90,80,86
0,19,22,28,35,41,47,58,64,70,60,56,63,70,73,63
0,10,29,39,45,51,57,47,50,53,63,74,86,96,102,108
0,3,22,28,35,47,54,57,76,82,85,91,98,110,116,119
0,3,9,15,21,27,17,20,29,48,60,63,66,69,75,78
0,3,6,25,28,34,40,47,50,57,69,72,79,85,94,101
0,3,10,17,20,26,32,35,38,44,47,50,56,62,68,74
0,6,9,21,27,34,43,50,57,63,66,72,83,83,90,96
0,3,6,12,18,14,26,32,22,12,19,22,33,40,46,53
0,19,25,25,28,34,46,52,55,74,80,92,99,105,101,104
0,6,2,8,11,14,20,23,13,20,23,26,32,51,63,66
0,12,18,27,39,42,48,51,41,44,47,56,62,65,71,74
0,3,-1,8,17,23,29,25,28,31,40,51,57,60,63,66
0,7,10,19,26,32,51,57,64,70,79,82,88,100,109,99
0,7,19,25,34,30,42,49,55,61,64,70,82,85,94,97
0,9,12,15,5,11,14,23,29,41,44,51,60,79,91,94
0,3,6,2,11,14,20,39,51,60,72,81,84,87,90,96
0,3,9,12,22,32,38,44,56,62,81,90,80,92,95,102
0,-10,-4,-1,11,14,26,33,36,42,51,54,60,50,53,56
0,0,6,9,12,19,28,28,34,37,40,46,53,56,63,72
0,3,9,12,18,28,31,40,43,50,69,75,82,88,91,94
0,3,6,12,18,37,48,51,54,57,63,66,78,84,87,90
0,6,13,16,27,30,36,42,45,51,70,73,76,79,85,91
0,12,15,5,8,15,18,24,27,33,36,39,46,58,61,68
0,7,10,17,20,39,45,64,74,86,93,100,106,109,112,118
0,7,13,16,22,25,28,34,30,33,42,51,70,76,82,101
0,3,6,25,37,40,46,42,45,51,63,66,72,83,95,102
0,6,9,18,21,40,46,52,64,71,77,80,86,92,95,101
0,3,6,13,25,28,37,37,47,53,56,68,74,70,73,85
0,6,15,18,21,24,27,27,30,36,39,45,54,65,71,90
0,19,22,28,35,38,44,53,43,46,57,64,70,89,96,105
0,3,10,13,20,39,45,51,57,60,69,72,78,85,91,98
0,3,6,9,18,24,36,42,48,51,58,54,61,64,67,73
0,7,14,23,29,32,22,12,15,21,24,27,30,39,48,59
0,7,10,22,28,31,37,56,68,87,90,96,99,111,117,117
0,3,-7,12,18,24,27,37,48,67,70,76,95,107,113,119
0,6,12,24,20,27,30,37,27,34,44,56,59,68,71,77
0,6,2,5,15,18,21,24,31,40,46,53,65,55,61,73
0,19,22,41,47,56,46,58,65,71,78,87,93,96,108,111
0,6,12,18,24,27,30,49,58,64,67,79,98,104,107,113
0,12,19,25,28,47,50,53,56,59,68,79,86,98,101,107
0,-10,-3,0,7,10,13,25,28,31,34,43,33,39,58,61
0,6,12,15,21,33,29,40,51,57,47,53,59,62,71,74
0,6,12,18,21,27,33,23,26,32,43,52,55,74,80,87
0,3,9,15,15,11,18,18,24,31,34,40,52,58,64,76
0,19,22,29,41,44,54,57,60,67,70,79,85,94,101,107
0,6,12,18,37,40,43,49,68,71,78,87,90,80,86,89
0,3,10,17,23,29,41,44,47,57,69,72,75,78,81,84
0,-10,-7,12,18,21,27,33,39,35,41,44,50,56,59,65
0,7,-3,3,6,9,15,27,33,45,52,62,68,80,80,86
0,10,16,22,25,32,39,45,56,63,66,62,65,68,74,80
0,3,12,19,26,38,28,34,37,43,46,52,61,67,79,85
0,7,14,17,24,27,36,42,48,54,60,63,72,83,89,95
0,9,15,34,24,36,55,61,73,79,79,85,88,94,90,93
0,19,26,29,32,38,44,50,53,53,60,66,77,80,86,89
0,19,22,25,32,22,25,37,49,52,64,71,77,80,99,102
0,3,10,16,28,28,31,34,37,40,50,57,63,69,76,83
0,6,12,18,21,24,30,33,39,42,54,57,63,66,69,59
0,-10,-3,6,9,12,18,27,30,36,48,67,70,76,82,85
0,12,18,28,34,37,56,46,49,68,80,83,83,86,92,92
0,19,22,28,34,24,27,39,45,54,60,50,53,59,66,78
0,3,9,16,23,34,40,43,46,49,59,78,89,92,104,113
0,7,10,19,22,41,48,54,63,69,88,91,98,101,104,110
0,3,12,31,34,37,40,46,53,62,65,68,79,86,92,95
0,3,12,2,21,30,36,39,42,49,49,52,64,76,72,78
0,9,16,19,9,9,12,21,28,34,40,49,56,62,65,84
0,12,15,21,24,30,33,36,42,45,52,55,67,73,79,90
0,7,3,10,16,23,29,35,44,53,62,68,71,90,80,86
0,19,22,28,35,41,47,58,64,70,60,56,63,70,73,63
0,10,29,39,45,51,57,47,50,53,63,74,86,96,102,108
0,3,22,28,35,47,54,57,76,82,85,91,98,110,116,119
0,3,9,15,21,27,17,20,29,48,60,63,66,69,75,78
0,3,6,25,28,34,40,47,50,57,69,72,79,85,94,101
0,3,10,17,20,26,32,35,38,44,47,50,56,62,68,74
0,6,9,21,27,34,43,50,57,63,66,72,83,83,90,96
0,3,6,12,18,14,26,32,22,12,19,22,33,40,46,53
0,19,25,25,28,34,46,52,55,74,80,92,99,105,101,104
0,6,2,8,11,14,20,23,13,20,23,26,32,51,63,66
0,12,18,27,39,42,48,51,41,44,47,56,62,65,71,74
0,3,-1,8,17,23,29,25,28,31,40,51,57,60,63,66
0,7,10,19,26,32,51,57,64,70,79,82,88,100,109,99
0,7,19,25,34,30,42,49,55,61,64,70,82,85,94,97
0,9,12,15,5,11,14,23,29,41,44,51,60,79,91,94
0,3,6,2,11,14,20,39,51,60,72,81,84,87,90,96
0,3,9,12,22,32,38,44,56,62,81,90,80,92,95,102
0,-10,-4,-1,11,14,26,33,36,42,51,54,60,50,53,56
0,0,6,9,12,19,28,28,34,37,40,46,53,56,63,72
0,3,9,12,18,28,31,40,43,50,69,75,82,88,91,94
0,3,6,12,18,37,48,51,54,57,63,66,78,84,87,90
0,6,13,16,27,30,36,42,45,51,70,73,76,79,85,91
0,12,15,5,8,15,18,24,27,33,36,39,46,58,61,68
0,7,10,17,20,39,45,64,74,86,93,100,106,109,112,118
0,7,13,16,22,25,28,34,30,33,42,51,70,76,82,101
0,3,6,25,37,40,46,42,45,51,63,66,72,83,95,102
0,6,9,18,21,40,46,52,64,71,77,80,86,92,95,101
0,3,6,13,25,28,37,37,47,53,56,68,74,70,73,85
0,6,15,18,21,24,27,27,30,36,39,45,54,65,71,90
0,19,22,28,35,38,44,53,43,46,57,64,70,89,96,105
0,3,10,13,20,39,45,51,57,60,69,72,78,85,91,98
0,3,6,9,18,24,36,42,48,51,58,54,61,64,67,73
0,7,14,23,29,32,22,12,15,21,24,27,30,39,48,59
0,7,10,22,28,31,37,56,68,87,90,96,99,111,117,117
0,3,-7,12,18,24,27,37,48,67,70,76,95,107,113,119
0,6,12,24,20,27,30,37,27,34,44,56,59,68,71,77
0,6,2,5,15,18,21,24,31,40,46,53,65,55,61,73
0,19,22,41,47,56,46,58,65,71,78,87,93,96,108,111
0,6,12,18,24,27,30,49,58,64,67,79,98,104,107,113
0,12,19,25,28,47,50,53,56,59,68,79,86,98,101,107
0,-10,-3,0,7,10,13,25,28,31,34,43,33,39,58,61
0,6,12,15,21,33,29,40,51,57,47,53,59,62,71,74
0,6,12,18,21,27,33,23,26,32,43,52,55,74,80,87
0,3,9,15,15,11,18,18,24,31,34,40,52,58,64,76
0,19,22,29,41,44,54,57,60,67,70,79,85,94,101,107
0,6,12,18,37,40,43,49,68,71,78,87,90,80,86,89
0,3,10,17,23,29,41,44,47,57,69,72,75,78,81,84
0,-10,-7,12,18,21,27,33,39,35,41,44,50,56,59,65
0,7,-3,3,6,9,15,27,33,45,52,62,68,80,80,86
0,10,16,22,25,32,39,45,56,63,66,62,65,68,74,80
0,3,12,19,26,38,28,34,37,43,46,52,61,67,79,85
0,7,14,17,24,27,36,42,48,54,60,63,72,83,89,95
0,9,15,34,24,36,55,61,73,79,79,85,88,94,90,93
0,19,26,29,32,38,44,50,53,53,60,66,77,80,86,89
0,19,22,25,32,22,25,37,49,52,64,71,77,80,99,102
0,3,10,16,28,28,31,34,37,40,50,57,63,69,76,83
0,6,12,18,21,24,30,33,39,42,54,57,63,66,69,59
0,-10,-3,6,9,12,18,27,30,36,48,67,70,76,82,85
0,12,18,28,34,37,56,46,49,68,80,83,83,86,92,92
0,19,22,28,34,24,27,39,45,54,60,50,53,59,66,78
0,3,9,16,23,34,40,43,46,49,59,78,89,92,104,113
0,7,10,19,22,41,48,54,63,69,88,91,98,101,104,110
0,3,12,31,34,37,40,46,53,62,65,68,79,86,92,95
0,3,12,2,21,30,36,39,42,49,49,52,64,76,72,78
0,9,16,19,9,9,12,21,28,34,40,49,56,62,65,84
0,12,15,21,24,30,33,36,42,45,52,55,67,73,79,90
0,7,3,10,16,23,29,35,44,53,62,68,71,90,80,86
0,19,22,28,35,41,47,58,64,70,60,56,63,70,73,63
0,10,29,39,45,51,57,47,50,53,63,74,86,96,102,108
